Input Term,isAcronym,Extracted Term,isDescription,Description,Context
Image capture,False,,False,,
III-V semiconductor materials,True,III-V,False,,
Image denoising,False,,False,,
Image color analysis,False,,False,,
Image communication,False,,False,,
Image edge detection,False,,False,,
Image enhancement,False,,False,,
Image converters Image filtering,False,,False,,
Image databases,False,,False,,
Image forensics,False,,False,,
Image intensifiers,False,,False,,
Image matching,False,,False,,
Image motion analysis,False,,False,,
Image processing,False,,False,,
Image quality,False,,False,,
Image reconstruction,False,,False,,
Image registration,False,,False,,
Image representation,False,,False,,
Image sequence analysis,False,,False,,
Image resolution,False,,False,,
Image sequences,False,,False,,
Image storage,False,,False,,
Image restoration,False,,False,,
Image retrieval,False,,False,,
Image texture,False,,False,,
Image sampling,False,,False,,
Image texture analysis,False,,False,,
Image segmentation,False,,False,,
Impact ionization,False,,False,,
Impedance,False,,False,,
Impedance matching,False,,False,,
Imaging phantoms,False,,False,,
Immersion cooling,False,,False,,
Impedance measurement,False,,False,,
Immune system,False,,False,,
In vitro fertilization,False,,False,,
In vivo,False,,False,,
Implants,False,,False,,
Incentive schemes,False,,False,,
Incineration,False,,False,,
Impulse testing,False,,False,,
Independent component analysis,False,,False,,
Indoor air quality,False,,False,,
Indoor communication,False,,False,,
Indexing,False,,False,,
Indoor environment,False,,False,,
Indoor navigation,False,,False,,
Indirect liquid cooling,False,,False,,
Indium,False,,False,,
Indium compounds,False,,False,,
Indoor radio communication,False,,False,,
Indium gallium arsenide,False,,False,,
Inductance,False,,False,,
Inductors,False,,False,,
Induction generators,False,,False,,
Induction heating,False,,False,,
Induction machines,False,,False,,
Industrial accidents,False,,False,,
Induction motor drives,False,,False,,
Industrial communication,False,,False,,
Induction motors,False,,False,,
Industrial control,False,,False,,
Inductive charging,False,,False,,
Industrial economics,False,,False,,
Industrial pollution,False,,False,,
Industrial electronics,False,,False,,
Industrial power systems,False,,False,,
Industrial engineering Industrial psychology,False,,False,,
Industrial relations,False,,False,,
Industrial facilities,False,,False,,
Industrial training,False,,False,,
Inertial confinement,False,,False,,
Inertial navigation,False,,False,,
Infectious diseases,False,,False,,
Inference algorithms,False,,False,,
Industry applications Inference mechanisms,False,,False,,
Informatics,False,,False,,
Information filtering,False,,False,,
Information filters,False,,False,,
Information age,False,,False,,
Information geometry,False,,False,,
Information analysis,False,,False,,
Information industry,False,,False,,
Information and communication  Information management,False,,False,,
technology,False,,False,,
Information architecture,False,,False,,
Information rates,False,,False,,
Information science,False,,False,,
Information representation,False,,False,,
Information security,False,,False,,
Information resources,False,,False,,
Information retrieval,False,,False,,
Information services,False,,False,,
Information theory,False,,False,,
Information technology,False,,False,,
Infrared image sensors,False,,False,,
Infrared imaging,False,,False,,
Injection molding,False,,False,,
Infrared sensors Injection-locked oscillators,False,,False,,
Infrared spectra,False,,False,,
Injuries,False,,False,,
Infrared surveillance,False,,False,,
Ink,False,,False,,
Inhibitors,False,,False,,
Input-output programs,False,,False,,
Innovation management,False,,False,,
Insects,False,,False,,
Insertion loss,False,,False,,
Inorganic chemicals,False,,False,,
Inspection,False,,False,,
Inorganic compounds,False,,False,,
Instant messaging,False,,False,,
Inorganic light emitting diodes,False,,False,,
Inorganic materials,False,,False,,
Instrumentation and measurement,False,,False,,
Insulation life,False,,False,,
Insulation testing,False,,False,,
Instruments,False,,False,,
Insulator testing,False,,False,,
Insulators,False,,False,,
Insulated gate bipolar transistors,False,,False,,
Insulation,False,,False,,
Insurance,False,,False,,
Integrated circuit measurements,False,,False,,
Intake systems,False,,False,,
Integer linear programming,False,,False,,
Integrated circuit metallization,False,,False,,
Integral equations Integrated circuit modeling,False,,False,,
Integrated circuit noise,False,,False,,
Integrated circuit interconnections Integrated circuit packaging,False,,False,,
Integrated circuit layout,False,,False,,
Integrated circuit synthesis,False,,False,,
Integrated circuit technology,False,,False,,
Integrated circuit testing,False,,False,,
Integrated circuit yield,False,,False,,
Integrated circuits,False,,False,,
Integrodifferential equations,False,,False,,
Integumentary system,False,,False,,
Integrated design,False,,False,,
Integrated manufacturing systems,False,,False,,
Intellectual property,False,,False,,
Integrated optics,False,,False,,
Intelligent actuators,False,,False,,
Intelligent agents,False,,False,,
Intelligent control,False,,False,,
Intelligent vehicles,False,,False,,
Intelligent robots,False,,False,,
Intelligent sensors,False,,False,,
Intelligent structures,False,,False,,
Intensity modulation,False,,False,,
Intelligent systems,False,,False,,
Interactive systems,False,,False,,
Interchannel interference,False,,False,,
Interest point detection,False,,False,,
Interface management,False,,False,,
Interference cancellation,False,,False,,
Interference channels,False,,False,,
Interface phenomena,False,,False,,
Interference constraints,False,,False,,
Interference elimination,False,,False,,
Interface states,False,,False,,
Interference suppression,False,,False,,
Interference Interferometers,False,,False,,
Interferometric lithography,False,,False,,
Interferometry,False,,False,,
International Space Station,False,,False,,
Intermodulation distortion,False,,False,,
Internal combustion engines,False,,False,,
International System of Units,False,,False,,
International trade,False,,False,,
Internal stresses,False,,False,,
International Atomic Time,False,,False,,
International collaboration,False,,False,,
Internet,False,,False,,
Internet security,False,,False,,
Internet telephony,False,,False,,
Internet topology,False,,False,,
Internetworking,False,,False,,
Internet of Things,False,,False,,
Intracranial system,False,,False,,
Intrusion detection,False,,False,,
Interpolation,False,,False,,
Intserv networks,False,,False,,
Interrupters,False,,False,,
Inventory control,False,,False,,
Interstellar chemistry,False,,False,,
Inventory management,False,,False,,
Intersymbol interference,False,,False,,
Ion beam effects,False,,False,,
Ion beams,False,,False,,
Inverse synthetic aperture radar,True,radar,False,,
Ion emission,False,,False,,
Inverters,False,,False,,
Ion implantation,False,,False,,
Investment,False,,False,,
Iodine,False,,False,,
Ionosphere,False,,False,,
Ions,False,,False,,
Ionization,False,,False,,
IP networks,True,IP,False,,
Ionization chambers,False,,False,,
Ionizing radiation,False,,False,,
IPTV,True,IPTV,False,,
Ischemic pain,False,,False,,
ISDN,True,ISDN,False,,
IRE Standards,True,IRE,False,,
Iridium,False,,False,,
Iris,False,,False,,
Iris recognition Islanding,False,,False,,
ISO,True,ISO,False,,
Iron,False,,False,,
ISO Standards Iterative learning control,True,ISO,False,,
Iterative methods,False,,False,,
Isobaric,False,,False,,
Isolation technology,False,,False,,
ITU,True,ITU,False,,
Isolators,False,,False,,
Isosurfaces ITU Standards,True,ITU,False,,
Isothermal processes,False,,False,,
Jacobian matrices,False,,False,,
Isotopes,False,,False,,
Itemsets Jamming,False,,False,,
JFET circuits,True,JFET,False,,
Joining processes,False,,False,,
JFET integrated circuits,True,JFET,False,,
JFETs,True,JFETs,False,,
Jitter,False,,False,,
Job design,False,,False,,
Joints,False,,False,,
Job production systems,False,,False,,
Josephson effect,False,,False,,
Job shop scheduling,False,,False,,
Josephson junctions,False,,False,,
Job specification,False,,False,,
Judd-Ofelt theory,False,,False,,
Kalman filters,False,,False,,
Junctionless nanowire transistors,False,,False,,
Karhunen-Loeve transforms,False,,False,,
Junctions,False,,False,,
Kelvin,False,,False,,
Kernel,False,,False,,
Kerr effect,False,,False,,
Jupiter,False,,False,,
Key performance indicator,False,,False,,
Kinetic theory,False,,False,,
Kidney,False,,False,,
Kidney stones,False,,False,,
Kilns,False,,False,,
Kirchhoff's Law,False,,False,,
Knee,False,,False,,
Knowledge management,False,,False,,
Knowledge acquisition,False,,False,,
Knowledge representation,False,,False,,
Knowledge based systems,False,,False,,
Knowledge transfer,False,,False,,
Kuiper belt,False,,False,,
L-band,False,,False,,
Lab-on-a-chip Lacquers,False,,False,,
Labeling,False,,False,,
Lagrangian functions,False,,False,,
Lakes,False,,False,,
Labor resources,False,,False,,
Lamps,False,,False,,
Land mobile radio cellular systems,False,,False,,
LAN emulation,True,LAN,False,,
LAN interconnection,True,LAN,False,,
Land mobile radio,False,,False,,
Land surface,False,,False,,
Landmine detection,False,,False,,
Land surface temperature,False,,False,,
Lane departure warning systems,False,,False,,
Land transportation,False,,False,,
Lanthanum,False,,False,,
Lanthanum compounds,False,,False,,
Land use planning Laparoscopes,False,,False,,
Laser ablation,False,,False,,
Laser applications,False,,False,,
Lapping,False,,False,,
Large Hadron Collider,False,,False,,
Large scale integration,False,,False,,
Laser beam cutting,False,,False,,
Laser beams,False,,False,,
Large screen displays,False,,False,,
Laser stability,False,,False,,
Laser surgery,False,,False,,
Laser feedback,False,,False,,
Laser theory,False,,False,,
Laser fusion,False,,False,,
Laser mode locking,False,,False,,
Laser modes,False,,False,,
Laser transitions,False,,False,,
Laser noise,False,,False,,
Laser tuning,False,,False,,
Laser velocimetry,False,,False,,
Lasers,False,,False,,
Laser printers,False,,False,,
Laser radar,True,radar,False,,
Law enforcement,False,,False,,
Lasers and electrooptics,False,,False,,
Layered manufacturing,False,,False,,
Latches,False,,False,,
Layout,False,,False,,
Lattice Boltzmann methods,False,,False,,
Lattices,False,,False,,
Leaching,False,,False,,
Lead,False,,False,,
Learning automata,False,,False,,
Lead acid batteries,False,,False,,
Lead compounds,False,,False,,
Learning management systems,False,,False,,
Lead isotopes,False,,False,,
Lead time reduction,False,,False,,
Leak detection,False,,False,,
Learning systems,False,,False,,
Leakage currents,False,,False,,
Least mean squares methods,False,,False,,
Least squares approximation Legged locomotion,False,,False,,
Legislation,False,,False,,
LED lamps,True,LED,False,,
Length measurement,False,,False,,
Lenses,False,,False,,
Licenses,False,,False,,
Level control,False,,False,,
Level measurement,False,,False,,
Level set Life estimation,False,,False,,
Levitation,False,,False,,
Life sciences,False,,False,,
Lifting equipment,False,,False,,
Light fields,False,,False,,
Ligaments,False,,False,,
Light deflectors,False,,False,,
Light rail systems,False,,False,,
Light emitting diodes,False,,False,,
Light scattering,False,,False,,
Light sources,False,,False,,
Lightning protection,False,,False,,
Lightweight structures,False,,False,,
Light trapping,False,,False,,
Limbic system,False,,False,,
Lighting,False,,False,,
Limit-cycles,False,,False,,
Limiting,False,,False,,
Linear accelerators,False,,False,,
Linear algebra,False,,False,,
Linear matrix inequalities,False,,False,,
Linear antenna arrays,False,,False,,
Linear approximation Linear particle accelerator,False,,False,,
Linear circuits,False,,False,,
Linear predictive coding,False,,False,,
Linear codes Linear programming,False,,False,,
Linear discriminant analysis,False,,False,,
Linear regression,False,,False,,
LinkedIn,False,,False,,
Linux,False,,False,,
Linearity,False,,False,,
Lipidomics,False,,False,,
Linearization techniques,False,,False,,
Lips,False,,False,,
Liquefied natural gas,False,,False,,
Liquid cooling,False,,False,,
Linguistics,False,,False,,
Liquid crystal devices,False,,False,,
Liquid crystal on silicon Lithium,False,,False,,
Liquid crystal polymers Lithium batteries,False,,False,,
Lithium compounds,False,,False,,
Liquid crystals,False,,False,,
Lithium niobate,False,,False,,
Lithium-ion batteries,False,,False,,
Liquid waveguides,False,,False,,
Lithium-sulfur batteries,False,,False,,
Lithography,False,,False,,
Load management,False,,False,,
Lithotriptors,False,,False,,
Liver,False,,False,,
Liver diseases,False,,False,,
Load modeling,False,,False,,
Liver neoplasms,False,,False,,
Loaded antennas,False,,False,,
Loaded waveguides,False,,False,,
Load flow,False,,False,,
Loading,False,,False,,
Load flow analysis,False,,False,,
Log periodic antennas,False,,False,,
Log-normal distribution,False,,False,,
Log-periodic dipole antennas,False,,False,,
Logic,False,,False,,
Local government,False,,False,,
Local oscillators,False,,False,,
Location awareness,False,,False,,
Logic arrays,False,,False,,
Logic testing,False,,False,,
Logistics,False,,False,,
Logic design,False,,False,,
Long Term Evolution,False,,False,,
Logic devices,False,,False,,
Logic functions,False,,False,,
Low-carbon economy,False,,False,,
Loss measurement,False,,False,,
Lot sizing,False,,False,,
Loudspeakers,False,,False,,
Low-frequency noise,False,,False,,
Low earth orbit satellites,False,,False,,
Low-noise amplifiers,False,,False,,
Low-power electronics,False,,False,,
Low latency communication,False,,False,,
Lutetium,False,,False,,
Lubricants,False,,False,,
Lyapunov methods,False,,False,,
Lubricating oils,False,,False,,
Lubrication,False,,False,,
Luminescence Lymph nodes,False,,False,,
Lymphatic system,False,,False,,
Luminescent devices,False,,False,,
Machine learning,False,,False,,
Machine assisted indexing,False,,False,,
Machine components,False,,False,,
Machine learning algorithms,False,,False,,
Machine shops,False,,False,,
Machine tool spindles,False,,False,,
Machine tools,False,,False,,
Machinery,False,,False,,
Machine vector control,False,,False,,
Machine vision,False,,False,,
Machinery production industries,False,,False,,
Machine windings,False,,False,,
Machining,False,,False,,
Macrocell networks,False,,False,,
Magnetic anomaly detectors,False,,False,,
Macroeconomics,False,,False,,
Magnetic circuits,False,,False,,
Magnetic communication,False,,False,,
Magnesium,False,,False,,
Magnesium compounds,False,,False,,
Magnetic confinement,False,,False,,
Magnesium oxide,False,,False,,
Magnetic analysis,False,,False,,
Magnetic cores,False,,False,,
Magnetic films,False,,False,,
Magnetic domain walls,False,,False,,
Magnetic domains,False,,False,,
Magnetic field induced strain,False,,False,,
Magnetic flux,False,,False,,
Magnetic flux density,False,,False,,
Magnetic field measurement,False,,False,,
Magnetic flux leakage,False,,False,,
Magnetic fields,False,,False,,
Magnetic force microscopy,False,,False,,
Magnetic heads,False,,False,,
Magnetic hysteresis,False,,False,,
Magnetic levitation,False,,False,,
Magnetic memory,False,,False,,
Magnetic liquids,False,,False,,
Magnetic modulators,False,,False,,
Magnetic losses,False,,False,,
Magnetic moments,False,,False,,
Magnetic multilayers,False,,False,,
Magnetic materials,False,,False,,
Magnetic nanoparticles,False,,False,,
Magnetic reconnection,False,,False,,
Magnetic semiconductors,False,,False,,
Magnetic recording,False,,False,,
Magnetic sensors,False,,False,,
Magnetic separation,False,,False,,
Magnetic shielding,False,,False,,
Magnetic resonance Magnetic stimulation,False,,False,,
Magnetic superlattices,False,,False,,
Magnetic susceptibility,False,,False,,
Magnetic switching,False,,False,,
Magnetic resonance elastography,False,,False,,
Magnetic variables control,False,,False,,
Magnetic variables measurement,False,,False,,
Magnetization,False,,False,,
Magnetization processes,False,,False,,
Magnetics,False,,False,,
Magnetization reversal,False,,False,,
Magneto electrical resistivity imaging,False,,False,,
technique,False,,False,,
Magnetoelectric effects,False,,False,,
Magnetometers,False,,False,,
Magnetoelectronics,False,,False,,
Magnetooptic devices,False,,False,,
Magnetoencephalography,False,,False,,
Magnetooptic effects,False,,False,,
Magnetohydrodynamic power generation,False,,False,,
Magnetooptic recording,False,,False,,
Magnetostrictive devices,False,,False,,
Magnetrons,False,,False,,
Magnetoresistive devices Magnets,False,,False,,
Magnonics,False,,False,,
Magnetosphere,False,,False,,
Magnetostatic waves Mainframes,False,,False,,
Man-machine systems,False,,False,,
Maintenance management,False,,False,,
Maldistribution,False,,False,,
Management,False,,False,,
Malignant tumors,False,,False,,
Malware,False,,False,,
Management training,False,,False,,
Manganese,False,,False,,
Manganese alloys,False,,False,,
Manifolds,False,,False,,
Manipulator dynamics,False,,False,,
Management accounting,False,,False,,
Manuals,False,,False,,
Manufactured products,False,,False,,
Manufacturing automation,False,,False,,
Manufacturing industries,False,,False,,
Manycore processors,False,,False,,
Marine accidents,False,,False,,
Manufacturing processes,False,,False,,
Marine navigation,False,,False,,
Marine pollution Market opportunities,False,,False,,
Marine safety,False,,False,,
Market research,False,,False,,
Marine technology,False,,False,,
Marketing management,False,,False,,
Markup languages Mass spectroscopy,False,,False,,
Master-slave,False,,False,,
Masticatory muscles,False,,False,,
Mars,False,,False,,
Matched filters,False,,False,,
Martensite,False,,False,,
Matching pursuit algorithms,False,,False,,
Masers,False,,False,,
Material properties,False,,False,,
Material storage,False,,False,,
Mashups,False,,False,,
Materials handling,False,,False,,
Materials handling equipment,False,,False,,
Materials processing,False,,False,,
Materials science and technology,False,,False,,
"Materials, elements, and compounds",False,,False,,
Mathematical analysis,False,,False,,
Mathematical model,False,,False,,
Mathematical programming,False,,False,,
Mathematics,False,,False,,
Maximum a posteriori estimation,False,,False,,
Mathematics computing,False,,False,,
Matlab,False,,False,,
Matrices,False,,False,,
Matrix converters,False,,False,,
Maximum likelihood estimation,False,,False,,
Maximum likelihood linear regression Measurement,False,,False,,
Maximum power point trackers,False,,False,,
Maxwell equations,False,,False,,
Maxwell-Boltzmann distribution,False,,False,,
Measurement by laser beam,False,,False,,
Measurement errors,False,,False,,
Measurement standards,False,,False,,
Measurement techniques,False,,False,,
Measurement uncertainty,False,,False,,
Measurement units,False,,False,,
Mechanical engineering,False,,False,,
Mechanical factors,False,,False,,
Mechanical products,False,,False,,
Mechanical systems,False,,False,,
Mechanobiology,False,,False,,
Mechanical variables control,False,,False,,
Mechatronics,False,,False,,
Media,False,,False,,
Mediation,False,,False,,
Medical conditions Medical diagnostic imaging,False,,False,,
Medical expert systems,False,,False,,
Medical control systems,False,,False,,
Medical robotics,False,,False,,
Medical specialties,False,,False,,
Medical services,False,,False,,
Medical tests,False,,False,,
Medical treatment,False,,False,,
Melt processing,False,,False,,
Membrane potentials,False,,False,,
Medium voltage,False,,False,,
Memetics,False,,False,,
Meeting planning,False,,False,,
Memory,False,,False,,
Meetings,False,,False,,
Mentoring,False,,False,,
Memory architecture,False,,False,,
Mercury (metals),False,,False,,
Memory management,False,,False,,
Mercury (planets),False,,False,,
Merging,False,,False,,
Memory modules,False,,False,,
MERIS,True,MERIS,False,,
Memoryless systems,False,,False,,
MESFET circuits,True,MESFET,False,,
Memristors,False,,False,,
Message-oriented middleware,False,,False,,
Mesh generation,False,,False,,
Mesh networks,False,,False,,
Mesomycetozoea,False,,False,,
Mesons,False,,False,,
Mesoporous materials,False,,False,,
Metabolomics,False,,False,,
Message authentication,False,,False,,
Metacomputing,False,,False,,
Metadata,False,,False,,
Message passing,False,,False,,
Metal product industries,False,,False,,
Metallic materials,False,,False,,
Metal products,False,,False,,
Metallic superlattices,False,,False,,
Metallization,False,,False,,
Metal-insulator structures,False,,False,,
Metallurgy,False,,False,,
Metals,False,,False,,
Metamodeling,False,,False,,
Metasearch,False,,False,,
Metastasis,False,,False,,
Metals industry,False,,False,,
Meteorological factors,False,,False,,
Metalworking machines Meteorological radar,True,radar,False,,
Meter reading,False,,False,,
Metrology,False,,False,,
Meters,False,,False,,
Metropolitan area networks,False,,False,,
Methane,False,,False,,
Methanol,False,,False,,
Microactuators,False,,False,,
Microarchitecture,False,,False,,
Microassembly,False,,False,,
Mice,False,,False,,
Microcavities,False,,False,,
Microcell networks,False,,False,,
Microcomputers,False,,False,,
Microelectromechanical systems,False,,False,,
Microcontrollers,False,,False,,
Microdisplays Microelectronic implants,False,,False,,
Microelectronics,False,,False,,
Microeconomics,False,,False,,
Microgrids,False,,False,,
Micrometers,False,,False,,
Microhydro power,False,,False,,
Microinjection,False,,False,,
Micromachining,False,,False,,
Micromirrors,False,,False,,
Microprogramming,False,,False,,
Micropumps,False,,False,,
Microorganisms,False,,False,,
Microrelays,False,,False,,
Microscopy,False,,False,,
Microphone arrays,False,,False,,
Microphones,False,,False,,
Microsensors,False,,False,,
Microsurgery,False,,False,,
Microstrip antenna arrays,False,,False,,
Microswitches,False,,False,,
Microstrip antennas,False,,False,,
Microvalves,False,,False,,
Microwave amplifiers,False,,False,,
Microwave antenna arrays,False,,False,,
Microstrip components,False,,False,,
Microwave antennas,False,,False,,
Microwave bands,False,,False,,
Microstrip filters,False,,False,,
Microwave circuits,False,,False,,
Microwave devices,False,,False,,
Microwave magnetics,False,,False,,
Microwave measurement,False,,False,,
Microwave oscillators,False,,False,,
Microwave FET integrated circuits,True,FET,False,,
Microwave ovens,False,,False,,
Microwave FETs,True,FETs,False,,
Microwave photonics,False,,False,,
Microwave filters,False,,False,,
Microwave frequencies,False,,False,,
Microwave generation,False,,False,,
Microwave propagation,False,,False,,
Mie scattering,False,,False,,
Microwave theory and techniques Military aircraft,False,,False,,
Microwave transistors,False,,False,,
Military communication,False,,False,,
Microwave-assisted magnetic recording,False,,False,,
Midbrain,False,,False,,
Middleboxes,False,,False,,
Millimeter wave devices,False,,False,,
Military satellites,False,,False,,
Millimeter wave integrated circuits,False,,False,,
Military standards,False,,False,,
Military vehicles,False,,False,,
Millimeter wave measurements,False,,False,,
Millennials,False,,False,,
Millimeter wave circuits,False,,False,,
Millimeter wave technology,False,,False,,
Milling,False,,False,,
Millimeter wave transistors Milling machines,False,,False,,
MIM capacitors,True,MIM,False,,
MIM devices,True,MIM,False,,
MIMICs,True,MIMICs,False,,
Minimally invasive surgery,False,,False,,
Minimax techniques,False,,False,,
Minimization,False,,False,,
MIMO radar,True,MIMO,False,,
Minimization methods,False,,False,,
Mirrors,False,,False,,
Mixed analog-digital integrated,False,,False,,
circuits,False,,False,,
MIS devices,True,MIS,False,,
Mixed integer linear programming,False,,False,,
MISFETs,True,MISFETs,False,,
MISO communication,True,MISO,False,,
Mixers,False,,False,,
MMICs,True,MMICs,False,,
Mobile ad hoc networks,False,,False,,
Mobile agents,False,,False,,
Mobile antennas Mobile computing,False,,False,,
Mobile robots,False,,False,,
Mobile handsets,False,,False,,
Mobile learning,False,,False,,
Mobile security,False,,False,,
Mobile nodes,False,,False,,
Mobile TV,True,TV,False,,
MOCVD,True,MOCVD,False,,
Model checking,False,,False,,
Model driven engineering,False,,False,,
Model-driven development,False,,False,,
Modeling,False,,False,,
Modems,False,,False,,
MODFET integrated circuits,True,MODFET,False,,
MODFETs,True,MODFETs,False,,
MODIS,True,MODIS,False,,
Modulation coding,False,,False,,
Modular construction,False,,False,,
Moisture,False,,False,,
Moisture control,False,,False,,
Moisture measurement,False,,False,,
Molding equipment Molecular communication,False,,False,,
Molecular beam applications,False,,False,,
Molecular computing,False,,False,,
Molecular beam epitaxial growth,False,,False,,
Molecular electronics,False,,False,,
Molecular beams,False,,False,,
Molecular imaging,False,,False,,
Monitoring,False,,False,,
Monolithic integrated circuits,False,,False,,
Mood,False,,False,,
Moon,False,,False,,
Moore's Law,False,,False,,
Monopoly,False,,False,,
MOS capacitors,True,MOS,False,,
MOS devices,True,MOS,False,,
MOSHFETs,True,MOSHFETs,False,,
Motion analysis,False,,False,,
MOS integrated circuits,True,MOS,False,,
Motion artifacts,False,,False,,
MOSFET,True,MOSFET,False,,
Motion compensation,False,,False,,
Motion control,False,,False,,
Motion estimation,False,,False,,
Motorcycles,False,,False,,
Motion measurement,False,,False,,
Motors,False,,False,,
Motion pictures,False,,False,,
Motion planning,False,,False,,
Motion segmentation,False,,False,,
Mouth,False,,False,,
Motor coordination,False,,False,,
MPEG 1 Standard,True,MPEG,False,,
MPEG 2 Standard,True,MPEG,False,,
MPEG 4 Standard,True,MPEG,False,,
MPEG 7 Standard,True,MPEG,False,,
Multiaccess communication,False,,False,,
Multi-factor authentication,False,,False,,
Multi-layer neural network,False,,False,,
Multicast protocols,False,,False,,
Multicast VPN,True,VPN,False,,
Multichip modules,False,,False,,
Multicarrier code division multiple,False,,False,,
access,False,,False,,
Multiconductor transmission lines,False,,False,,
Multicore processing,False,,False,,
Multidimensional signal processing,False,,False,,
Multicast algorithms,False,,False,,
Multigrid methods,False,,False,,
Multimedia databases,False,,False,,
Multilayer perceptrons,False,,False,,
Multimedia systems,False,,False,,
Multilevel systems,False,,False,,
Multimedia communication,False,,False,,
Multimodal sensors,False,,False,,
Multiple access interference,False,,False,,
Multiplexing equipment,False,,False,,
Multiplying circuits,False,,False,,
Multiple sclerosis,False,,False,,
Multiple signal classification,False,,False,,
Multiprocessing systems,False,,False,,
Multiprocessor interconnection,False,,False,,
Multitasking,False,,False,,
Multiprotocol label switching,False,,False,,
Multithreading,False,,False,,
Multiresolution analysis,False,,False,,
Multiuser channels,False,,False,,
Multiuser detection,False,,False,,
Multisensor systems,False,,False,,
Multisensory integration,False,,False,,
Multivalued logic,False,,False,,
Multiskilling,False,,False,,
Muon colliders,False,,False,,
Musical instrument digital interfaces,False,,False,,
Mutual coupling,False,,False,,
Muscles,False,,False,,
Mutual funds,False,,False,,
Mutual information,False,,False,,
Musculoskeletal system,False,,False,,
Myelin,False,,False,,
Myocardium,False,,False,,
Music,False,,False,,
MySpace,False,,False,,
Nakagami distribution,False,,False,,
Nanocrystals,False,,False,,
Nanoelectromechanical systems,False,,False,,
Nanobioscience,False,,False,,
Nanoelectronics,False,,False,,
Nanobiotechnology,False,,False,,
Nanofabrication,False,,False,,
Nanocommunication (telecommunication),False,,False,,
Nanoporous materials,False,,False,,
Nanopositioning,False,,False,,
Nanolithography,False,,False,,
Nanoribbons,False,,False,,
Nanomaterials,False,,False,,
Nanoscale devices,False,,False,,
Nanomedicine,False,,False,,
Nanometers Nanosensors,False,,False,,
Nanostructured materials,False,,False,,
Nanoparticles,False,,False,,
Nanotechnology,False,,False,,
Nanowires,False,,False,,
Narrowband,False,,False,,
NASA,True,NASA,False,,
Nash equilibrium,False,,False,,
Natural language processing,False,,False,,
National security,False,,False,,
Natural languages,False,,False,,
National Society Agreement awards,False,,False,,
Natural fibers,False,,False,,
Navier-Stokes equations,False,,False,,
Neck,False,,False,,
Needles,False,,False,,
Near field communication,False,,False,,
Negative bias temperature instability,False,,False,,
Negative feedback,False,,False,,
Neodymium alloys,False,,False,,
Neodymium compounds,False,,False,,
Neon,False,,False,,
Neonatology,False,,False,,
Neoplasms,False,,False,,
Network address translation,False,,False,,
Neptunium,False,,False,,
Network analyzers,False,,False,,
Nerve endings Network architecture,False,,False,,
Nerve fibers,False,,False,,
Network synthesis,False,,False,,
Network theory (graphs),False,,False,,
Network interfaces,False,,False,,
Network topology,False,,False,,
Network location awareness,False,,False,,
Network neutrality,False,,False,,
Network operating systems,False,,False,,
Network-on-chip,False,,False,,
Network resource management,False,,False,,
Networked control systems,False,,False,,
Neural implants,False,,False,,
Neural microtechnology,False,,False,,
Neural nanotechnology,False,,False,,
Neural pathways,False,,False,,
Neural network hardware,False,,False,,
Neural prosthesis,False,,False,,
Neurites,False,,False,,
Neural networks,False,,False,,
Neurology,False,,False,,
Neurocontrollers,False,,False,,
Neuromodulation,False,,False,,
Neuromorphic engineering,False,,False,,
Neurodynamics,False,,False,,
Neuromorphics,False,,False,,
Neurofeedback,False,,False,,
Neuromuscular,False,,False,,
Neuroimaging,False,,False,,
Neuromuscular stimulation,False,,False,,
Neuroinformatics,False,,False,,
Neuropathic pain,False,,False,,
Neuropathology Neurosurgery,False,,False,,
Neurotechnology,False,,False,,
Neurophysiology,False,,False,,
Neurotransmitters,False,,False,,
Neuroplasticity,False,,False,,
Neuropsychology Neutrino sources,False,,False,,
Neuroradiology,False,,False,,
Neuroscience,False,,False,,
Neutron capture therapy,False,,False,,
Neutrons,False,,False,,
Newton method,False,,False,,
NFPA,True,NFPA,False,,
Nickel,False,,False,,
Nickel alloys,False,,False,,
NIST Standards,True,NIST,False,,
Nickel cadmium batteries Nitrogen,False,,False,,
Nickel compounds,False,,False,,
Night vision,False,,False,,
Niobium,False,,False,,
Niobium alloys,False,,False,,
Noise,False,,False,,
Niobium compounds,False,,False,,
Noise robustness,False,,False,,
Noise shaping,False,,False,,
Noise cancellation,False,,False,,
Noise figure,False,,False,,
NOMA,True,NOMA,False,,
Noise generators,False,,False,,
Noise level,False,,False,,
Noise measurement,False,,False,,
Nonlinear circuits,False,,False,,
Nonconductive adhesives,False,,False,,
Nondestructive testing,False,,False,,
Nonlinear control systems,False,,False,,
Nonhomogeneous media Nonlinear distortion,False,,False,,
Nonlinear dynamical systems,False,,False,,
Noninvasive treatment,False,,False,,
Nonlinear magnetics,False,,False,,
Nonuniform electric fields,False,,False,,
Nonlinear network analysis,False,,False,,
Nonuniform sampling,False,,False,,
Nonlinear optical devices,False,,False,,
Nonlinear optics,False,,False,,
Nonvolatile memory,False,,False,,
Nonvolatile single electron memory,False,,False,,
Nonlinear systems,False,,False,,
Notch filters,False,,False,,
Notice of Violation,False,,False,,
NP-complete problem,False,,False,,
NP-hard problem Nuclear electronics,False,,False,,
Nuclear imaging Nuclear physics,False,,False,,
Nuclear magnetic resonance,False,,False,,
Nuclear measurements Nuclear power generation,False,,False,,
Nuclear medicine,False,,False,,
