Input Term,Input Definitions,isAcronym,Extracted Term,isDescription,Description,Context
GOES 7,,True,GOES,False,,
GOES 8,,True,GOES,False,,
GOES 9,,True,GOES,False,,
GOES 10,,True,GOES,False,,
GOES 13,"A joint NASA/NOAA satellite launched on August 15, 2005 for radiometric imagery, atmospheric sounding, and space weather monitoring.",True,GOES,False,,
GOES satellites,Geostationary operational environmental satellites. Used for Geostationary Operational Environ Sats.,True,GOES,False,,
goggles,,False,,False,,
Golay detector cells,,False,,False,,
gold,,False,,False,,
gold 198,,False,,False,,
gold alloys,,False,,False,,
gold coatings,,False,,False,,
gold isotopes,,False,,False,,
Gompertz curves,,False,,False,,
gonads,,False,,False,,
gondolas,,False,,False,,
goniometers,Instruments for measuring angles.,False,,False,,
goodness of fit,The degree to which the observed frequencies of occurrence of events in an experiment correspond to the probabilities in a model of the experiment.,False,,False,,
gores,,False,,False,,
government/industry relations,,False,,False,,
government procurement,,False,,False,,
governments,,False,,False,,
GRACE mission,The second mission under the NASA Earth System Science Pathfinder (ESSP) Program which maps variations in the Earth's gravity field. The mission includes two identical spacecrafts flying about 200 kilometers apart in a polar orbit 500 kilometers above the Earth.,True,GRACE,False,,
~ grade,,False,,False,,
gradient index optics,Optical systems with components whose refractive indexes vary continuously within the material used for the optical elements.,False,,False,,
gradients,,False,,False,,
~ gradiometers,,False,,False,,
Graeff calculus,,False,,False,,
grafting,,False,,False,,
GRAIL mission,"Mission selected through NASA's Discovery Program that will use a pair of spacecraft to conduct high-quality gravity field mapping of the Moon. Primary science objectives are to determine the structure of the lunar interior from crust to core, and to advance understanding of the thermal evolution of the Moon. As a secondary objective, GRAIL will extend knowledge gained from the Moon to the other terrestrial planets.",True,GRAIL,False,,
grain boundaries,,False,,False,,
grain formation,,False,,False,,
grain size,,False,,False,,
~ grains,,False,,False,,
grains (food),,False,,False,,
grammars,,False,,False,,
Granat satellite,,False,,False,,
Grand Canyon (AZ),,True,AZ,False,,
Grand Tours,,False,,False,,
grand unified theory,"A theory describing the unification of gravity with the other elementary forces in physics, i.e., the weak force, the strong force and the electromagnetic force. Used for GUT.",False,,False,,
granite,,False,,False,,
grants,"Assets bestowed or transferred, such as money or land, for a particular purpose.",False,,False,,
granular materials,,False,,False,,
graph theory,The mathematical study of the structure of graphs and networks.,False,,False,,
graphene,A single-layer sheet of carbon atoms with a single (0001) basal plane graphite structure; a building block for graphitic materials of other dimensionalities.,False,,False,,
graphic arts,,False,,False,,
graphical user interface,A man-computer interface which relies on graphical and/or pictorial means for presenting the user with command options and their results. Input to a graphical user interface relies heavily on the use of point-and-click devices (such as a 'mouse'). Most graphical user interfaces are designed to facilitate multitasking through separate application windows (computer programs).,False,,False,,
graphite,,False,,False,,
graphite-epoxy composites,Structural materials composed of epoxy resins reinforced with graphite.,False,,False,,
graphite-polyimide composites,Composite materials utilizing graphite reinforcing fibers in a resin matrix.,False,,False,,
graphitization,,False,,False,,
graphoepitaxy,The use of artificial surface relief structures to induce crystallographic orientation in thin films.,False,,False,,
graphology,,False,,False,,
graphs (charts),,False,,False,,
Grashof number,A nondimensional parameter used in the theory of heat transfer. The Grashof number is associated with the Reynolds number and the Prandtl number in the study of convection.,False,,False,,
grasses,,False,,False,,
grasshoppers,,False,,False,,
grasslands,,False,,False,,
~ gratings,,False,,False,,
gratings (spectra),,False,,False,,
graupel,,False,,False,,
gravels,"Coarse, granular aggregates, with pieces larger than sand grains, resulting from the natural erosion of rocks. Used for gravel deposits.",False,,False,,
gravimeters,"Instruments for measuring variations in the gravitational field, generally by registering differences in the weight of a constant mass as the gravimeter is moved from place to place. Used for gravity meters.",False,,False,,
gravimetry,"The measurement of gravity or gravitational acceleration, especially in geophysics and geodesy.",False,,False,,
gravireceptors,"Highly specialized nerve endings and receptor organs located in skeletal muscles, tendons, joints, and in the inner ear which furnish information to the brain with respect to body position, equilibrium and the direction of gravitational forces.",False,,False,,
gravitation,"The acceleration produced by the mutual attraction of two masses, and of magnitude inversely proportional to the square of the distance between the two centers of mass. Used for gravity.",False,,False,,
gravitation theory,,False,,False,,
gravitational binding energy,,False,,False,,
gravitational collapse,,False,,False,,
gravitational constant,The coefficient of proportionality in Newton's law of gravitation.,False,,False,,
gravitational effects,,False,,False,,
gravitational fields,Regions that give rise to forces of gravitational attraction.,False,,False,,
gravitational instability,,False,,False,,
gravitational lenses,,False,,False,,
gravitational physiology,,False,,False,,
gravitational wave antennas,Devices for receiving propagating gravitational fields produced by some change in the distribution of matter.,False,,False,,
gravitational waves,"Hypothetical waves that travel at the speed of light, by which gravitational attraction is propagated.",False,,False,,
gravitinos,,False,,False,,
gravitons,The hypothetical elementary units of gravitation which are equivalent in the electrons in electromagnetic theory.,False,,False,,
gravitropism,,False,,False,,
gravity anomalies,"The differences between the observed values of gravity at different points and the theoretical calculated value. They are based on a simple gravity model, usually modified in accordance with some generalized hypothesis of variation in subsurface density as related to surface topography.",False,,False,,
gravity gradient satellites,,False,,False,,
gravity gradiometers,,False,,False,,
gravity perception,Process whereby a bodily structure or organism (animal or plant) receives or detects a gravity stimulus. The sensing may be direct or indirect and may or may not initiate a reaction to the stimulus.,False,,False,,
Gravity Probe B,An experiment designed to measure general relativistic induced torques on a gyroscope in orbit about the Earth.,False,,False,,
gravity waves,Waves in an interface between fluids of different density in which the restoring force is gravity.,False,,False,,
gray gas,,False,,False,,
gray scale,Images that are not colored or multispectral.,False,,False,,
grazing,,False,,False,,
grazing flow,,False,,False,,
grazing incidence,Incidence at a small glancing angle.,False,,False,,
grazing incidence telescopes,,False,,False,,
greases,,False,,False,,
Great Basin (US),,True,US,False,,
great circles,Circles which intersect a sphere and a plane through its center.,False,,False,,
Great Lakes (North America),,False,,False,,
Great Plains Corridor (North America),,False,,False,,
Great Salt Lake (UT),,True,UT,False,,
Great Smoky Mountains (NC-TN),,True,NC-TN,False,,
GREB satellites,,True,GREB,False,,
Greece,,False,,False,,
greedy algorithms,Any algorithm characterized by a procedure that selects the most extreme element from a set to satisfy a given goal. A recursive procedure for constructing a set of objects from the smallest possible elements.,False,,False,,
Greek space program,,False,,False,,
Green's functions,,False,,False,,
green wave effect,,False,,False,,
greenhouse effect,The heating of the Earth's surface because outgoing long-wavelength terrestrial radiation is absorbed and re-emitted by the carbon dioxide and water vapor in the lower atmosphere and eventually returns to the surface.,False,,False,,
greenhouses,Structures enclosed by glass or plastic devoted to the cultivation or protection of tender plants or to the production of plants out of season.,False,,False,,
Greenland,,False,,False,,
Gregorian antennas,,False,,False,,
Grenada,,False,,False,,
grenades,,False,,False,,
grid computing (computer networks),"The use and development of large-scale distributed systems that enable location-independent access to geographically dispersed computational resources such as supercomputers, data archives, and computational software; may also incorporate remote access to instrumentation and test-facility interfaces, and supporting information resources.",False,,False,,
grid generation (mathematics),Numerical generation of curvilinearcoordinate systems for the numerical solution of partial differential equations.,False,,False,,
grid refinement (mathematics),The dynamic modification of computational grids using either derived or user-supplied criteria to produce a more highly resolved grid.,False,,False,,
~ grids,,False,,False,,
Griffith crack,,False,,False,,
Grigg-Skjellerup comet,,False,,False,,
Grignard reactions,,False,,False,,
~ grinding,,False,,False,,
grinding (comminution),,False,,False,,
grinding machines,,False,,False,,
grinding (material removal),,False,,False,,
grinding mills,,False,,False,,
GRIST (telescope),An ESA Spacelab payload designed for grazing incidence solar phenomena. Used for grazing incidence solar telescope.,True,GRIST,False,,
grit,,False,,False,,
grooves,,False,,False,,
grooving,,False,,False,,
gross national product,The total value of the goods and services produced in a nation during a specific period and also comprising the total expenditures by consumers and government plus gross private investment. Used for GNP.,False,,False,,
ground-air-ground communication,,False,,False,,
ground based control,,False,,False,,
ground crews,,False,,False,,
ground effect (aerodynamics),Increase in the lift of an aircraft operating close to the ground caused by reaction between high-velocity downwash from its wing or rotor and the ground.,False,,False,,
ground effect (communications),The effect of ground conditions on radio communications.,False,,False,,
ground effect machines,,False,,False,,
ground handling,,False,,False,,
ground operational support system,,False,,False,,
ground penetrating radar,A radar imaging technique in which coherent background propagation of the received reflected wavefield forms a spatial image of the scattering interface within the region of interest.,True,radar,False,,
ground resonance,"Mechanical phenomenom occurring when a rotor,operating within a certain speed range, experiences coupling between a rotor in-plane mode and a model support system mode, causing vibration in the system.",False,,False,,
ground speed,,False,,False,,
ground squirrels,,False,,False,,
ground state,,False,,False,,
ground stations,,False,,False,,
ground support equipment,"That equipment on the ground, including all implements, tools, and devices (mobile or fixed), required to inspect, test, adjust, calibrate, appraise, gage, measure, repair, overhaul, assemble, transport, safeguard, record, store, or otherwise function in support of a rocket, space vehicle, or the like, either in the research and development phase or in operational phase, or in support of the guidance system used with the missile, vehicle, or the like.",False,,False,,
ground support systems,,False,,False,,
ground tests,,False,,False,,
ground tracks,"The inclination of a satellite, together with its orbital altitude and period of its orbit, create a track defined by an imaginary line connecting the satellite and the Earth's center; the satellite's apparent path over the ground.",False,,False,,
ground truth,Data obtained on the ground concerning the significance of anomalies observed in remote sensing to help interpretation.,False,,False,,
ground water,"That part of the subsurface water that is in the zone of saturation, including underground streams.",False,,False,,
ground wave propagation,,False,,False,,
ground wind,,False,,False,,
~ Group 8 compounds,,False,,False,,
~ Group 1B compounds,,False,,False,,
~ Group 2B compounds,,False,,False,,
~ Group 3A compounds,,False,,False,,
~ Group 3B compounds,,False,,False,,
~ Group 4A compounds,,False,,False,,
~ Group 4B compounds,,False,,False,,
~ Group 5A compounds,,False,,False,,
~ Group 5B compounds,,False,,False,,
~ Group 6A compounds,,False,,False,,
~ Group 6B compounds,,False,,False,,
~ Group 7B compounds,,False,,False,,
group dynamics,,False,,False,,
group technology (manufacturing),A manufacturing methodology where production processes are organized into groups or cells based on similarities in the manufacturing requirements of product parts or production equipment capabilities.,False,,False,,
group theory,,False,,False,,
group velocity,"The velocity of a wave disturbance as a whole, i.e., of an entire group of component simple harmonic waves.",False,,False,,
~ groups,,False,,False,,
grout,,False,,False,,
growth,,False,,False,,
Grumman aircraft,,False,,False,,
Gruneisen constant,,False,,False,,
Guadeloupe,,False,,False,,
Guam,,False,,False,,
guanethidine,,False,,False,,
guanidines,,False,,False,,
guanines,,False,,False,,
guanosines,Guanine riboside; a nucleoside composed of guanine and ribose. Used for vernine.,False,,False,,
guards (shields),,False,,False,,
Guatemala,,False,,False,,
guayule,A desert shrub native to southwestern United States and north Mexico that produces polymeric isoprene essentially identical to that made by Hevea rubber trees in southeast Asia.,False,,False,,
guidance (motion),"The process of directing the movements of an aeronautical vehicle or space vehicle, with particular reference to the selection of a flight path.",False,,False,,
guidance sensors,,False,,False,,
guide vanes,"Control surfaces that may be moved into or against a rocket's jetstream, used to change the direction of the jet flow for thrust vector control. Used for jetavators.",False,,False,,
guided missile submarines,,False,,False,,
Guinea,,False,,False,,
guinea pigs,,False,,False,,
Gulf of Alaska,,False,,False,,
Gulf of California (Mexico),,False,,False,,
Gulf of Mexico,,False,,False,,
Gulf Stream,,False,,False,,
gulfs,"Relatively large parts of oceans or seas extending far into the land, partly enclosed by an extensive sweep of the coasts, and opened to the sea through straits. Gulfs are the largest of various forms of inlets of seas. They are usually larger, more enclosed, and more deeply indented than bays (topographic features).",False,,False,,
Gum nebula,,False,,False,,
gums (substances),,False,,False,,
gun launchers,Ordnance devices for firing missiles and rockets with initial attitude control.,False,,False,,
gun propellants,,False,,False,,
gun turrets,,False,,False,,
gunfire,,False,,False,,
Gunn diodes,,False,,False,,
Gunn effect,,False,,False,,
gunnery training,,False,,False,,
~ guns,,False,,False,,
guns (ordnance),,False,,False,,
gust alleviators,,False,,False,,
gust loads,,False,,False,,
gusts,,False,,False,,
Gutenberg zone,,False,,False,,
guy wires,,False,,False,,
Guyana,,False,,False,,
gynecology,,False,,False,,
gypsum,The mineral consisting primarily of fully hydrated calcium sulfate (calcium sulfate dihydrate).,False,,False,,
gyration,,False,,False,,
gyrators,,False,,False,,
gyres,"Closed circulatory systems in a body of water, larger than an eddy or a whirlpool. There is a circular motion of water in each of the major ocean basins, centered on a subtropical high-pressure region. These movements are generated by connective flow of warm surface water poleward, by the deflective effect of the Earth's rotation and by the effects of prevailing winds. The water within each gyre turns clockwise in the Northern Hemisphere and counterclockwise in the Southern Hemisphere. Acceleration causes sea level to fall along mainland coasts; deceleration leads to rise.",False,,False,,
gyro horizons,Artificial horizons or attitude gyroscopes.,False,,False,,
gyrocompasses,"Compasses consisting of a continuously driven Foucault gyroscope whose supporting ring normally confines the spinning axis to a horizontal plane, so that the Earth's rotation causes the spinning axis to assume a position in a plane passing through the Earth's axis, and thus to point to true north.",False,,False,,
gyrodampers,Single-gimbal control moment gyros actively controlled to extract the structural vibratory energy through the local rotational deformations of a structure; used in large space structures.,False,,False,,
Gyrodyne aircraft,"A rotorcraft whose rotors are not engine-driven except for initial starting, but are made to rotate by action of the air when the rotorcraft is moving; and whose means of propulsion, consisting usually of conventional propellers, is independent of the rotor system.",False,,False,,
gyrofrequency,The natural period of revolution of a free electron in the Earth's magnetic field.,False,,False,,
gyromagnetism,,False,,False,,
gyroscope fluids,,False,,False,,
gyroscopes,"Devices which utilize the angular momentum of a spinning mass (rotor) to sense angular motion of its base about one or two axes orthogonal to the spin axis. Used for gyros, gyroscopic drift, and gyrostats.",False,,False,,
gyroscopic coupling,,False,,False,,
gyroscopic pendulums,,False,,False,,
gyroscopic stability,,False,,False,,
gyrostabilizers,,False,,False,,
gyrotropism,,False,,False,,
H-1 engine,,False,,False,,
H-2 control,,False,,False,,
H-17 helicopter,,False,,False,,
H-19 helicopter,,False,,False,,
H-25 helicopter,,False,,False,,
H-43 helicopter,,False,,False,,
H-53 helicopter,,False,,False,,
H-54 helicopter,,False,,False,,
H-56 helicopter,,False,,False,,
H-60 Helicopter,The Black Hawk (Sikorsky) assault helicopter. Used for Black Hawk assault helicopter.,False,,False,,
H-126 aircraft,,False,,False,,
H alpha line,,False,,False,,
H beta line,,False,,False,,
H gamma line,,False,,False,,
H I regions,,False,,False,,
H II regions,,False,,False,,
H-infinity control,,False,,False,,
H lines,,False,,False,,
H waves,,False,,False,,
habitability,,False,,False,,
habitats,The areas or types of environment in which plants or animals normally occur or live.,False,,False,,
habits,,False,,False,,
habituation (learning),,False,,False,,
hadrons,,False,,False,,
hafnium,,False,,False,,
hafnium alloys,,False,,False,,
hafnium carbides,,False,,False,,
hafnium compounds,,False,,False,,
hafnium iodides,,False,,False,,
hafnium isotopes,,False,,False,,
hafnium oxides,,False,,False,,
hahnium,,False,,False,,
hail,Precipitation in the form of spheroidal layered ice pellets that usually fall from cumulonimbus clouds during thunderstorms. The layered structure of hail is produced by successive accretians of clear and frothy ice.,False,,False,,
hailstorms,,False,,False,,
hair,,False,,False,,
Haiti,,False,,False,,
HAL/S (language),Programming language developed for the flight software of the NASA Space Shuttle program.,True,HAL/S,False,,
Halden Boiling Water Reactor,,False,,False,,
Hale-Bopp comet,"Long-period comet discovered July 23, 1995; designated C/1995 O1.",False,,False,,
half cones,,False,,False,,
half life,The average time required for one half the atoms in a sample of radioactive element to decay.,False,,False,,
half planes,,False,,False,,
half spaces,,False,,False,,
halides,,False,,False,,
halites,,False,,False,,
Hall accelerators,,False,,False,,
Hall effect,"The electrical polarization of a horizontal conducting sheet of limited extent, when that sheet moves laterally through a magnetic field having a component vertical to the sheet. The Hall effect is important in determining the behavior of the electrical currents generated by winds in the lower atmosphere. Used for Hall coefficient and Hall currents.",False,,False,,
Hall generators,"Hall plates, together with leads, and where used, encapsulation and ferrous or nonferrous backing plates.",False,,False,,
Hall resistance,"For a current-carrying conductor within a magnetic field, the ratio of the transverse voltage induced by the Hall effect, to the conductor current.",False,,False,,
Hall thrusters,Gridless ion engines that produce thrust by electrostatically accelerating plasma ions out of an annular discharge chamber.,False,,False,,
Hallam Nuclear Power Facility,,False,,False,,
Halley's comet,A member of the solar system with an orbit and a period of about 76 years. It appeared in 1985-1986.,False,,False,,
hallucinations,,False,,False,,
Halo Orbit space station,,False,,False,,
halocarbons,Compounds consisting of halogen atoms and carbon atoms.,False,,False,,
halogen compounds,,False,,False,,
Halogen Occultation Experiment,Shuttle experiment to provide global stratospheric vertical concentration profiles of key chemical species involved in the catalytic destruction of ozone due to chlorine compounds. Used for HALOE.,False,,False,,
halogenation,,False,,False,,
halogens,,False,,False,,
halon,"A bromofluorocarbon compound that was widely used as an agent for fire suppression and explosion protection. After being recognized as an ozone-depleting substance, the U.S. production and import of halons was banned in 1994.",False,,False,,
halophiles,,False,,False,,
halos,,False,,False,,
Halphen method,,False,,False,,
Hamburger aircraft,,False,,False,,
Hamilton-Jacobi equation,,False,,False,,
Hamiltonian functions,,False,,False,,
hammerhead configuration,,False,,False,,
hammers,,False,,False,,
hamsters,,False,,False,,
hand (anatomy),,False,,False,,
handbooks,,False,,False,,
handedness,,False,,False,,
handles,,False,,False,,
Handley Page aircraft,,False,,False,,
handling equipment,,False,,False,,
handwriting,,False,,False,,
Hanford reactors,,False,,False,,
hang gliders,"Ultralight, unpowered aircraft in which the pilot controls the flight attitude and glide path by shifting his position on a suspended seat (swing seat).",False,,False,,
hangars,,False,,False,,
Hankel functions,,False,,False,,
Hansen lunar theory,,False,,False,,
haploscopes,,False,,False,,
harbors,"Small bays or sheltered parts of seas, lakes, or other large bodies of water, usually well protected either naturally or artifically against high waves and strong currents. Harbors are furnished deep enough to provide safe anchorage for ships; especially such places in which port facilities are furnished.",False,,False,,
hard landing,An impact landing of a spacecraft on the surface of a planet or natural satellite destroying all equipment except possibly a very rugged package.,False,,False,,
hardeners,,False,,False,,
~ hardening,,False,,False,,
hardening (materials),,False,,False,,
hardening (systems),Techniques for decreasing the susceptibility or vulnerability of weapon systems and components.,False,,False,,
hardness,"Resistance of metal to plastic deformation usually by indentation. However, the term may also refer to stiffness or temper, or to resistance to scratching, abrasion, or cutting.",False,,False,,
hardness tests,,False,,False,,
~ hardware,Physical equipment as contrasted to ideas or design that may exist only on paper.,False,,False,,
hardware description languages,"Formal languages and notations used in the specification, design, simulation, and documentation of computer hardware systems and their component circuits.",False,,False,,
hardware-in-the-loop simulation,,False,,False,,
hardware utilization lists,,False,,False,,
Harleton meteorite,,False,,False,,
harmonic analysis,A statistical method for determining the amplitude and period of certain harmonic or wave components in a set of data with the aid of Fourier series.,False,,False,,
harmonic control,,False,,False,,
harmonic excitation,,False,,False,,
harmonic functions,Any solution of the Laplace equations.,False,,False,,
harmonic generations,,False,,False,,
harmonic generators,,False,,False,,
harmonic motion,The projection on a diameter of the circle of such motion.,False,,False,,
harmonic oscillation,,False,,False,,
harmonic oscillators,,False,,False,,
harmonic radiation,,False,,False,,
harmonics,Eigenfrequency oscillations excited in a vibrating system. Used for overtones.,False,,False,,
harnesses,,False,,False,,
Harpoon missile,,False,,False,,
Harrier aircraft,,False,,False,,
Hartmann flow,,False,,False,,
Hartmann number,,False,,False,,
Hartmann-Sprenger tubes,"A passive, pulsed-flow device in which under-expended, sonic or supersonic jet flows impinge on a tube closed on one end, thus producing gas dynamic oscillations and converting a steady flow into a continuous source of pulsed flow.",False,,False,,
Hartree approximation,,False,,False,,
Hartree-Fock-Slater method,"A refined approximation method for the calculation from wave function of electron total energies, kinetic energies, etc., for chemical elements.",False,,False,,
Harvard Radio Meteor Project,,False,,False,,
hassium,,False,,False,,
Hastelloy (trademark),,False,,False,,
hatches,,False,,False,,
hauling,,False,,False,,
Hawaii,,False,,False,,
Hawk missile,,False,,False,,
Hawker Siddeley aircraft,,False,,False,,
Hawkeye satellites,,False,,False,,
hay,,False,,False,,
hazardous material disposal (in space),"The disposal in space of hazardous material. When radioactive materials are involved, the expected lifetime of orbit exceeds the lifetime of the radioactivity.",False,,False,,
hazardous materials,,False,,False,,
hazardous wastes,,False,,False,,
hazards,,False,,False,,
haze,"Fine particles of dust, salt, or water dispersed through a part of the atmosphere, diminishing transparency of the air, causing colors to assume a characteristic subdued opalescent appearance, and reducing the horizontal visibility to more than one, but less than two kilometers. The obscuration, or lack of transparency, of the atmosphere near the Earth's surface, is often caused by haze or by heat refraction (shimmering).",False,,False,,
haze detection,,False,,False,,
HC-3 helicopter,,False,,False,,
HCL argon lasers,Gas lasers in which the active material is gaseous hydrogen chloride and argon.,True,HCL,False,,
HCL lasers,Gas lasers in which the active material is gaseous hydrogen chloride. Used for hydrogen chloride lasers.,True,HCL,False,,
HCN lasers,,True,HCN,False,,
head (anatomy),,False,,False,,
head down tilt,,False,,False,,
head flow,,False,,False,,
head (fluid mechanics),,False,,False,,
head movement,,False,,False,,
head-up displays,,False,,False,,
head up tilt,Body posture while lying on a tilt table with the head higher than the rest of the body.,False,,False,,
headache,,False,,False,,
~ headers,,False,,False,,
healing,,False,,False,,
health,,False,,False,,
health physics,,False,,False,,
Health Physics Research Reactor,,False,,False,,
HEAO,,True,HEAO,False,,
HEAO 1,"The first of three NASA High Energy Astronomy Observatories launched during 1977 for the study of cosmic rays and Earth's magnetic field to study the x ray and gamma ray sky. Used for HEAO A, High Energy Astronomy Observatory A, and High Energy Astronomy Observatory 1.",True,HEAO,False,,
HEAO 2,"The second of three NASA High Energy Astronomy Observatories. It was launched during 1978 for the study of specific x ray objects, quasars, x ray pulsars, and candidate black holes. Used for Einstein Observatory, HEAO B, High Energy Astronomy Observatory B, and High Energy Astronomy Observatory 2.",True,HEAO,False,,
HEAO 3,"The third of four NASA High Energy Astronomy Observatories. It was launched during 1979 for the study of cosmic rays and elemental and isotropic composition as a corollary to a search of narrow gamma ray lines. Used for HEAO C, High Energy Astronomy Observatory C, and High Energy Astronomy Observatory 3.",True,HEAO,False,,
HEAO 4,,True,HEAO,False,,
hearing,,False,,False,,
heart,,False,,False,,
heart conduction system,An impulse-conducting system composed of modified cardiac muscle and having the power of spontaneous rhythmicity and conduction more highly developed than the rest of the heart.,False,,False,,
heart diseases,,False,,False,,
heart function,,False,,False,,
heart implantation,,False,,False,,
heart minute volume,,False,,False,,
heart rate,,False,,False,,
heart valves,,False,,False,,
hearths,,False,,False,,
heat,Energy transferred by a thermal process.,False,,False,,
heat acclimatization,,False,,False,,
heat affected zone,"That portion of the base metal, the structure or properties of which have been altered by the heat of welding or gas-cutting operation. Used for HAZ (metallurgy).",False,,False,,
heat balance,"The equilibrium which exists on the average between the radiation received by a planet and its atmosphere from the sun and that emitted by the planet and the atmosphere. The equilibrium which is known to exist when all sources of heat gain and loss for a given region of body are accounted for. In general, this balance includes advective or evaporative terms as well as a radiation term.",False,,False,,
heat budget,The accounting for the total amount of heat received and lost by a particular system.,False,,False,,
Heat Capacity Mapping Mission,,False,,False,,
heat engines,,False,,False,,
heat exchangers,"Devices for transferring heat from one fluid to another without intermixing the fluids, as a regenerator and, an apparatus for cooling or heating the air in a wind tunnel.",False,,False,,
heat flux,The thermal intensity indicated by the amount of energy transmitted per unit area.,False,,False,,
heat generation,,False,,False,,
heat islands,,False,,False,,
heat measurement,,False,,False,,
heat of combustion,,False,,False,,
heat of dissociation,,False,,False,,
heat of formation,,False,,False,,
heat of fusion,"The increase in enthalpy accompanying the conversion of one mole, or a unit mass, of a solid to a liquid at its melting point at constant pressure and temperature. Used for latent heat of fusion.",False,,False,,
heat of solution,,False,,False,,
heat of vaporization,,False,,False,,
heat pipes,,False,,False,,
heat pumps,,False,,False,,
heat radiators,,False,,False,,
heat resistant alloys,"Alloys developed for very high temperature service where relatively high stresses (tensile, thermal, vibratory, and shock) are encountered and where oxidation resistance is frequently required. Used for high temperature alloys and superalloys.",False,,False,,
heat shielding,"The use of devices that protect something from heat. Specifically, the protective structure necessary to protect a reentry body from aerodynamic heating. Used for thermal shielding.",False,,False,,
heat sinks,,False,,False,,
heat sources,,False,,False,,
heat storage,,False,,False,,
heat stroke,,False,,False,,
heat tapes,,False,,False,,
heat tolerance,,False,,False,,
heat transfer,"The transfer or exchange of heat by radiation, conduction, or convection with a substance and between the substance and its surroundings. Used for nonadiabatic processes.",False,,False,,
heat transfer coefficients,"The rate of heat transfer per unit area per unit temperature difference, a quantity having the dimensions of reciprocal length.",False,,False,,
heat transmission,Heat transmitted from one substance to another. Used for heat flow.,False,,False,,
heat treatment,Heating and cooling a solid metal or alloy in such a way as to obtain desired conditions or properties.,False,,False,,
~ heaters,,False,,False,,
heating,,False,,False,,
heating equipment,,False,,False,,
heaving,,False,,False,,
heavy elements,,False,,False,,
heavy fermion superconductors,,False,,False,,
heavy fermion systems,,False,,False,,
heavy ions,,False,,False,,
heavy lift airships,Airships designed to lift heavy materials.,False,,False,,
heavy lift helicopters,,False,,False,,
heavy lift launch vehicles,,False,,False,,
heavy metals,Metals or alloys having a high specific gravity; usually ones with a density greater than 5 grams per cubic centimeter.,False,,False,,
heavy nuclei,,False,,False,,
heavy water,Water in which the hydrogen of the water molecule consists entirely of the heavy hydrogen isotope of mass 2 (deuterium). Used for deuterium oxides and hydrogen deuterium oxide.,False,,False,,
heavy water components test reactors,,False,,False,,
heavy water reactors,,False,,False,,
height,"Vertical distance; the distance above some reference point or plane, as, height above sea level. The vertical dimension of anything; the distance which something extends above its foot or root, as blade height.",False,,False,,
Heinkel aircraft,,False,,False,,
Heisenberg theory,,False,,False,,
Helene,"A natural satellite of Saturn orbiting at a mean distance of 377,400 kilometers.",False,,False,,
helical antennas,Antennas used where circular polarization is required. The driven element consists of a helix supported above a ground plane.,False,,False,,
helical flow,,False,,False,,
helical inducers,,False,,False,,
helical windings,,False,,False,,
~ helices,,False,,False,,
helicopter control,,False,,False,,
helicopter design,,False,,False,,
helicopter engines,,False,,False,,
helicopter performance,,False,,False,,
helicopter propeller drive,,False,,False,,
helicopter tail rotors,,False,,False,,
helicopter wakes,,False,,False,,
helicopters,"Rotorcraft that, for its horizontal motion, depends principally on its engine-driven rotors.",False,,False,,
Helio aircraft,,False,,False,,
heliometers,,False,,False,,
Helios 1,,False,,False,,
Helios 2,,False,,False,,
Helios A,,False,,False,,
Helios B,,False,,False,,
Helios Project,,False,,False,,
Helios satellites,,False,,False,,
helioseismology,,False,,False,,
heliosphere,The region around the sun whose plasma processes are dominated by solar wind.,False,,False,,
heliostats,Instruments consisting of mirrors moved by clockwork for reflecting the sun's rays in a fixed direction.,False,,False,,
heliotrons,,False,,False,,
heliports,"An area of land, water, or structure used, or intended to be used, for the landing and takoff of helicopters.",False,,False,,
helitrons,,False,,False,,
helium,,False,,False,,
helium afterglow,,False,,False,,
helium atoms,,False,,False,,
helium compounds,,False,,False,,
helium film,,False,,False,,
helium hydrogen atmospheres,,False,,False,,
helium ions,,False,,False,,
helium isotopes,,False,,False,,
helium-neon lasers,,False,,False,,
helium-oxygen atmospheres,,False,,False,,
helium plasma,,False,,False,,
Hellmann-Feynman theorem,,False,,False,,
helmet mounted displays,,False,,False,,
helmets,,False,,False,,
~ Helmholtz equations,,False,,False,,
Helmholtz resonators,An enclosure having a small opening consisting of a straight tube of such dimensions that the enclosure resonates at a single frequency determined by the geometry of the resonator.,False,,False,,
Helmholtz vorticity equation,,False,,False,,
hematite,A common iron mineral; ferric oxide.,False,,False,,
hematocrit,,False,,False,,
hematocrit ratio,,False,,False,,
hematology,,False,,False,,
hematopoiesis,,False,,False,,
hematopoietic system,,False,,False,,
hematuria,,False,,False,,
hemisphere cylinder bodies,,False,,False,,
~ hemispheres,,False,,False,,
hemispherical shells,,False,,False,,
hemocytes,,False,,False,,
hemodynamic responses,,False,,False,,
hemodynamics,,False,,False,,
hemoglobin,,False,,False,,
hemolysis,,False,,False,,
hemoperfusion,"Type of poison treatment in which the patient's blood is passed over a bed of absorbent material (activated carbon, resin, etc.) to remove the toxin from the bloodstream.",False,,False,,
hemorrhages,,False,,False,,
hemostatics,,False,,False,,
Henry law,,False,,False,,
HEOS A satellite,,True,HEOS,False,,
HEOS B satellite,,True,HEOS,False,,
HEOS satellites,,True,HEOS,False,,
heparins,,False,,False,,
