Input Term,Input Definitions,isAcronym,Extracted Term,isDescription,Description,Context
NearEarth,"The heliospheric region near the Earth which extends to
								and includes the area near the L1 and L2 Lagrange point.",False,,False,,
NearSurface,"The gaseous and possibly ionized environment of a body
								extending from the surface to some specified altitude. For the Earth, this altitude is
								2000 km.",False,,False,,
Neptune,The seventh planet from the sun in our solar system.,False,,False,,
NetCDF,"Unidata Program Center's Network Common Data Form
								(NetCDF). A self-describing portable data format for array-oriented data access. See
								<http://my.unidata.ucar.edu/content/software/netcdf>",False,,False,,
NeutralAtomImager,"An instrument which measures the quantity and properties
								of neutral particles over a range of angles. Measured properties can include mass and
								energy.",False,,False,,
NeutralAtomImages,"Measurements of neutral atom fluxes as a function of look
								direction; often related to remote energetic charged particles that lose their charge
								through charge-exchange and then reach the detector on a line-of-sight trajectory.",False,,False,,
NeutralGas,"Measurements of neutral atomic and molecular components
								of a gas.",False,,False,,
NeutralParticleDetector,"An instrument which measures the quantity and properties
								of neutral particles. Measured properties can include mass and plasma bulk densities.",False,,False,,
Neutron,"An elementary particle that has no net charge and is a
								constituent of atomic nuclei, and that has a mass slightly large than a proton (1.673 x
								10^(-24) gram.)",False,,False,,
Ni6768,"A spectrum with a wavelength range centered at 676.8 nm.
								VSO nickname: Ni-6768 dopplergram with a range of of 676.7 nm to 676.9 nm.",False,,False,,
None,A lack or absence of anything.,False,,False,,
Note,"Information which is useful or important for the
								understanding of a value or parameter.",False,,False,,
NumberDensity,The number of particles per unit volume.,False,,False,,
NumberFlux,"The number of particles passing a unit area in unit time,
								possibly also per unit energy (or equivalent) and/or per unit look direction.",False,,False,,
NumericalData,"Data stored as numerical values in one or more specified
								formats. A Numerical Data resource is a type of ""data product"" which is a set of data
								that is uniformly processed and formatted, from one or more instruments, typically
								spanning the full duration of the observations of the relevant instrument(s). A data
								product may consist of Parameters stored in a collection of granules of successive time
								spans or a single data granule.",False,,False,,
Oberon,"The second-largest and second most massive mon of Uranus,
								and the ninth most massive moon in the Solar System.",False,,False,,
ObservationExtent,The spatial area encompassed by an observation.,False,,False,,
Observatory,"The host (spacecraft, network, facility) for instruments
								making observations, or a family of closely related hosts.",False,,False,,
ObservatoryGroupID,"The identifier of an Observatory resource which the
								referring resource is a member of.",False,,False,,
ObservatoryID,The identifier of an Observatory resource.,False,,False,,
ObservatoryRegion,"A spatial location distinguished by certain natural
								features or physical characteristics where an observatory is located.",False,,False,,
ObservedBy,Detected or originating from another resource.,False,,False,,
ObservedRegion,"The portion of space measured by the instrument at the
								time of an observation. A region is distinguished by certain natural features or
								physical characteristics. It is the location of the observatory for in situ data, the
								location or region sensed by remote sensing observatories and the location-of-relevance
								for parameters that are derived from observational data.",False,,False,,
Offline,"Not directly accessible electronically. This includes
								resources which may to be moved to an on-line status in response to a given request.",False,,False,,
Online,Directly accessible electronically.,False,,False,,
Open,Access is granted to everyone.,False,,False,,
OperatingSpan,"The interval in time from the first point at which an
								instrument or spacecraft was producing and sending data until the last such time,
								ignoring possible gaps.",False,,False,,
OperatingSystem,"The software that supports a computer's basic functions,
								such as scheduling tasks, executing applications, and controlling peripherals.",False,,False,,
Optical,Photons with a wavelength range: 380 to 760 nm,False,,False,,
ORCIdentifier,"A Open Researcher Contributor (ORC) identifier which is a
								unique alphanumeric string assigned by a registration agency (https://orcid.org/) to
								identify an individual. It has the format xxxx-xxxx-xxxx-xxxx",False,,False,,
OrganizationName,"A unit within a company or other entity (e.g., Government
								agency or branch of service) within which many projects are managed as a whole.",False,,False,,
Orientation,"The specification of the directional alignment of an
								object or measurement in a reference coordinate system. The orientation such as a
								spacecraft spin axis attitude is usually expressed as one or more angles relative to the
								basis axes of some specified physical space usually together with the date/time of the
								observation.",False,,False,,
Other,"Not classified with more specific terms. The context of
								its usage may be described in related text.",False,,False,,
Outer,"The region of the heliosphere extending radially outward
								from just outside 1 AU to the heliospheric termination shock.",False,,False,,
OutputProperty,"A container of attributes regarding an output property of
								an application.",False,,False,,
Overview,"A web page that provides and overview of available data
								and links.",False,,False,,
Parallel,Having the same direction as a given direction,False,,False,,
Parameter,"A container of information regarding a parameter whose
								values are part of the product. Every product contains or can be related to one or more
								parameters.",False,,False,,
ParameterKey,"The name or identifier which can be used to access the
								parameter in the resource. The associated value is dependent on the service used to
								access the resource. For columnar ASCII data, use ""Column_X"" for a single-element
								parameter and ""Column_X-Column_Y"" for a multi-element parameter, where X and Y are the
								relevant column index. The first column index is 1.",False,,False,,
ParentID,"The resource identifier for a resource that a resource is
								a part of. The resource inherits the attributes of the referenced resource. Attributes
								defined in the resource override attributes of the parent in the manner prescribed by
								the containing resource.",False,,False,,
PartiallyRestricted,"Some portions of the resource have restricted access, the
								rest is open access. Typically this is for accumulating data collections where some data
								is under review before being publicly released.",False,,False,,
Particle,"A description of the types of particles observed in the
								measurement. This includes both direct observations and inferred observations.",False,,False,,
ParticleCorrelator,"An instrument which correlates particle flux to help
								identify wave/particle interactions.",False,,False,,
ParticleDetector,An instrument which detects particle flux!!!,False,,False,,
ParticleQuantity,"A characterization of the physical properties of the
								particle.",False,,False,,
ParticleRadius,"The mean radius for a Gaussian distribution of particles
								with an axial ratio of 2 and a distribution width that varies as 0.5 radius. A value of
								zero means no cloud was detected.",False,,False,,
ParticleRigidity,"The particle momentum per unit charge. The particle
								Rigidity, R, is equal to pc/Ze.",False,,False,,
ParticleType,"A characterization of the kind of particle observed by
								the measurement.",False,,False,,
PartOf,A portion of a larger resource.,False,,False,,
Passive,"Movement or effect produced by outside influence. A
								passive measurement is one which does not produce a transmission or excitation as a part
								of the measurement cycle.",False,,False,,
PDF,"A document expressed in the Portable Document Format
								(PDF) as defined by Adobe.",True,PDF,False,,
PDS3,"The. Planetary Data System, version 3 (PDS3) standard
								provides guidelines on how a data producer should construct a data set suitable for
								long-term archiving. The standard contains a number of requirements in terms of dataset
								structure and documentation that should allow for any PDS compliant data set to be used
								and understood in the long term. Each PDS3 data product must be labelled in ASCII with
								full details on the structure and content of the product. The label can be attached to
								the data file itself or detached in a separate 'label' file with the suffix LBL. The
								PDS3 standard is described at: https://pds.jpl.nasa.gov/datastandards/pds3/standards/
								Since 2011, PDS3 has superseded by the PDS4 archiving standard. However, many data files
								still exist that are stored by using the PDS3 standard.",False,,False,,
PDS4,"The Planetary Data System, version 4 (PDS4) standard
								provides guidelines on how a data producer should construct a data set suitable for
								long-term archiving. The standard contains a number of requirements in terms of dataset
								structure and documentation that should allow for any PDS compliant data set to be used
								and understood in the long term. Each PDS4 bundle consists of two files, one containing
								the data and the other an eXtensible Markup Language (XML) file containing the label.
								PDS4 recognises four base data structures, array, table, parsable byte stream and
								encoded byte stream with arrays and tables most commonly in use. The PDS4 standard is
								described at: https://pds.jpl.nasa.gov/datastandards/documents/current-version.shtml.
								The PDS4 archiving standard has been required for data archives from NASA-funded
								planetary missions and for small data archives since 2011.",False,,False,,
Peak,"The maximum value for the quantity in question, over a
								period of time which is usually equal to the cadence.",False,,False,,
Per,"The time interval over which a characterization applies.
								For example, the number of bytes generated each day.",False,,False,,
Perpendicular,At right angles to a given direction.,False,,False,,
Person,An individual human being.,False,,False,,
PersonID,The identifier assigned to a Person description.,False,,False,,
PersonName,The words used to address an individual.,False,,False,,
Perturbation,Variations in the state of a system.,False,,False,,
Phase,A point or portion in a recurring series of changes.,False,,False,,
PhaseAngle,"Phase difference between two or more waves, normally
								expressed in degrees.",False,,False,,
PhaseSpaceDensity,"The number of particles per unit volume in the
								six-dimensional space of position and velocity.",False,,False,,
PhenomenonType,The characteristics or categorization of an event type.,False,,False,,
Phobos,The larger and inner most moon of Mars.,False,,False,,
PhoneNumber,"The symbols and numerals required to contact an
								individual by telephone. The string may contain punctuation marks such as dash (-) or
								dot (.) to separate fields within the string.",False,,False,,
Photograph,"An image (positive or negative) registered on a piece of
								photo-sensitive paper",False,,False,,
PhotographicPlate,"A rigid (typically glass) medium that functions like
								film. Its rigidity is for guarding against image distortion due to medium deformation
								(caused by heat and humidity). Photographic plates are often used for astronomical
								photography.",False,,False,,
Photometer,"An instrument which measures the strength of
								electromagnetic radiation within a spectral band which can range from ultraviolet to
								infrared and includes the visible spectrum.",False,,False,,
PhotomultiplierTube,"A vacuum phototube that is an extremely sensitive
								detector of light in the ultraviolet, visible, and near-infrared ranges of the
								electromagnetic spectrum.",False,,False,,
Photon,"Electromagnetic waves detected by techniques that utilize
								their corpuscular character (e.g., CCD, CMOS, photomultipliers).",False,,False,,
Photopolarimeter,"An instrument which measures the intensity and
								polarization or radiant energy. A photopolarimeter is a combination of a photometer and
								a polarimeter.",False,,False,,
Photosphere,"The atmospheric layer of the Sun or a star from which
								continuum radiation, especially optical, is emitted to space. For the Sun, the
								photosphere is about 500 km thick.",False,,False,,
PitchAngleRange,"The range of possible pitch angles for a group of
								particle observations.",False,,False,,
PlasmaBeta,"The ratio of the plasma pressure (nkT) to the magnetic
								pressure (B^2/2mu0) of the SUM(nkT)/(B^2/2mu0).",False,,False,,
PlasmaFrequency,"A number-density-dependent characteristic frequency of a
								plasma.",False,,False,,
Plasmagram,"The characterization of signal strengths in active
								sounding measurements as a function of virtual range or signal delay time and sounding
								frequency. A Plasmagram is also referred to as an Ionogram.",False,,False,,
Plasmasphere,"A region of the magnetosphere consisting of low energy
								(cool) plasma. It is located above the ionosphere. The outer boundary of the
								plasmasphere is known as the plasmapause, which is defined by an order of magnitude drop
								in plasma density.",False,,False,,
PlasmaWaves,"Self-consistent collective oscillations of particles and
								fields (electric and magnetic) in a plasma.",False,,False,,
Platform,"A collection of components which can be positioned and
								oriented as a single unit. A platform may contain other platforms. For example, a
								spacecraft is a platform which may have components that can be articulated and are also
								considered platforms.",False,,False,,
Pluto,The ninth (sub)planet from the sun in our solar system.,False,,False,,
PNG,"A digital format for still images. Portable Network
								Graphics (PNG)",True,PNG,False,,
Polar,"The region near the pole of a body. For a magnetosphere
								the polar region is the area where magnetic field lines are open and includes the
								auroral zone.",False,,False,,
PolarAngle,"The angle between the position or measured vector and the
								k-axis of the coordinate system. Mathematically defined as arctan([SQRT(i^2+j^2)]/k).
								This term could be also applied to angles between the vector and other components, for
								example the IMF cone angle defined as arccos(Bx/Bt).",False,,False,,
PolarAngleRange,"The range of possible polar angles for a group of energy
								observations. Defaults units are degrees.",False,,False,,
PolarCap,"The areas of the globe surrounding the poles and
								consisting of the region north of 60 degrees north latitude an the region south of 60
								degrees south latitude.",False,,False,,
Policy,"A deliberate system of principles to guide decisions and
								achieve rational outcomes. A policy is a statement of intent, and is implemented as a
								procedure or protocol.",False,,False,,
Polarization,"Direction of the electric vector of an electromagnetic
								wave. The wave can be linearly polarized in any direction perpendicular to the direction
								of travel, circularly polarized (clockwise or counterclockwise), unpolarized, or
								mixtures of the above.",False,,False,,
Positional,"The specification of the location of an object or
								measurement within a reference coordinate system. The position is usually expressed as a
								set of values corresponding to the location along a set of orthogonal axes together with
								the date/time of the observation.",False,,False,,
Positron,"An elementary particle consisting of a charge of positive
								electricity equal to about 1.602 x 10^(-19) Coulomb and having a mass when at rest of
								about 9.109534 x 10^(-28) gram.",False,,False,,
Poster,"A set of information arranged on a single page or sheet,
								typically in a large format.",False,,False,,
Postscript,"A page description programming language created by Adobe
								Systems Inc. that is a device-independent industry standard for representing text and
								graphics.",False,,False,,
Potential,"The work required per unit charge to move a charge from a
								reference point to a point at infinity (electric potential is defined to be zero). The
								electric potential of a spacecraft is often referred to as the ""spacecraft potential"".
								The spacecraft potential is the electric potential of the spacecraft relative to the
								potential of the nearby plasma. The spacecraft potential is non-zero because the
								spacecraft charges to the level that the emitted photoelectron flux going to infinity is
								balanced by the plasma electron flux to the spacecraft.",False,,False,,
PowerSpectralDensity,"The Power Spectral Density, PSD, is the measure of signal
								power content versus frequency, energy, wave number, etc. A PSD is typically used to
								characterize broadband random signals. The amplitude of the PSD is normalized by the
								spectral resolution employed to digitize the signal.",False,,False,,
PoyntingFlux,"Electromagnetic energy flux transported by a wave
								characterized as the rate of energy transport per unit area per steradian.",False,,False,,
Presentation,"A set of information that is used when communicating to
								an audience.",False,,False,,
Pressure,"The force per unit area exerted by a particle
								distribution or field.",False,,False,,
PrincipalInvestigator,"An individual who is the administrative and scientific
								lead for an investigation.",False,,False,,
Print,"A sheet of any written or printed material which may
								include notes or graphics. Multiple printed pages may be bound into a manuscript or
								book.",False,,False,,
Prerequisites,"A thing that is required to be installed on your computer
								in order to run or compile the software.",False,,False,,
ExecutionEnvironment,"An execution platform for software which includes an
								operating system and necessary hardware.",False,,False,,
PriorID,"The resource identifier for a resource that is superseded
								or replaced by a resource.",False,,False,,
Probable,"Likely given the available evidence. Considered in the
								range of 4-7 on a scale of 0-10.",False,,False,,
ProcessingLevel,"The standard classification of the processing performed
								on the product.",False,,False,,
ProductKey,"A string of characters used to uniquely identify a
								particular product within a Repository. The style or format of the identifier is
								determined by the Repository. The kinds of resources which can be acessed include, but
								are not limited to, numerical data, display data, documents and event lists. The method
								to access the product is determined by the attributes of an access service.",False,,False,,
Profile,"Measurements of a quantity as a function of height above
								an object such as the limb of a body.",False,,False,,
ProgramManager,"An individual whose major task entails direction of
								program team members such that the full organization achieves the objectives and goals
								of a program. The Program Manager is expected to provide clear guidance and resolve
								conflicts and issues while maintaining focus on achieving program success.",False,,False,,
ProgramScientist,"A program scientist is someone who performs a range of
								scientific program planning duties, takes responsibility for the science content of
								flight mission programs or projects. A program scientist develops, reviews, and provides
								recommendations for proposed program requirements, expected results, budgetary estimates
								and also establishes methods and procedures to reduce program costs, provides expert
								advice to management on strategic planning and program development, develops and manages
								research program, and presents issues and proposes solutions to senior management.",False,,False,,
Project,"The name of an organized activity with a stated goal or
								objective.",False,,False,,
ProjectEngineer,"An engineer tasked with the full suite of
								responsibilities as a project transitions through requirements derivation and
								preliminary design into controlled hardware development, assembly and environmental
								testing. The Project Engineer manages a team while developing the cadence of hardware
								manufacturing and assembly until instrument deployment and through the end of the
								mission.",False,,False,,
Projection,"A measure of the length of a position or measured vector
								as projected into a plane of the coordinate system.",False,,False,,
ProjectManager,"An individual whose major task entails direction of
								project team members such that the full organization achieves the objectives and goals
								of the mission. The Project Manager is expected to provide clear guidance and resolve
								conflicts and issues while maintaining focus on achieving mission success.",False,,False,,
ProjectScientist,"An individual who is an expert in the phenomenon and
								related physics explored by the project. A project scientist may also have a managerial
								role within the project.",False,,False,,
PropagationTime,"Time difference between transmission and reception of a
								wave in an active wave experiment.",False,,False,,
Property,"A container of attributes regarding the property of an
								application.",False,,False,,
ProportionalCounter,"An instrument which measures energy of ionization
								radiation based on interactions with a gas.",False,,False,,
Proteus,The second largest moon of Neptune.,False,,False,,
Proton,"An elementary particle that is a constituent of all
								atomic nuclei, that carries a positive charge numerically equal to the charge of an
								electron, and that has a mass of 1.673 x 10^(-24) gram.",False,,False,,
ProviderName,"The source, or original provider, of the data (for
								example, PDS PPI).",False,,False,,
ProviderProcessingLevel,"The provider specific information on the processing
								performed on the product. This should include the provider processing level designation
								and information about the intended use of the product. For example, if it is to be used
								for machine learning or other high level applications.",False,,False,,
ProviderResourceName,"A short textual description of a resource used by the
								provider which may be used to identify a resource.",False,,False,,
ProviderVersion,"Describes the release or edition of the product used by
								the provider. The formation rule may vary between providers. It is intended to aid in
								queries to the provider regarding the product.",False,,False,,
Pseudo,"Similar to or having the appearance of something else.
								Can be used to indicate an estimation or approximation of a particular quantity.",False,,False,,
PublicationDate,The date that the work was first published.,False,,False,,
PublicationInfo,"Information related to the issuing of a book, journal,
								piece of music, or other work.",False,,False,,
PublishedBy,"The name or the company, organization or individual that
								published the work.",False,,False,,
Publisher,"An individual, organization, institution or government
								department responsible for the production and dissemination of a document.",False,,False,,
Puck,The largest inner spherical moon of Uranus.,False,,False,,
QuadrisphericalAnalyser,"An instrument used for the 3-D detection of plasma,
								energetic electrons and ions, and for positive-ion composition measurements.",False,,False,,
Qualifier,"Characterizes the refinement to apply to a type or
								attribute of a quantity.",False,,False,,
Quantity,A value that describes a characteristic of a system.,False,,False,,
QuickTime,"A format for digital movies, as defined by Apple
								Computer. See <http://developer.apple.com/quicktime/>",False,,False,,
Radar,"An instrument that uses directional properties of
								returned power to infer spatial and/or other characteristics of a remote object.",False,,False,,
Radiance,"A radiometric measurement that describes the amount of
								electromagnetic radiation that passes through or is emitted from a particular area, and
								falls within a given solid angle in a specified direction. They are used to characterize
								both emission from diffuse sources and reflection from diffuse surfaces.",False,,False,,
RadiationBelt,"The region within a magnetosphere where high-energy
								particles could potentially be trapped in a magnetic field.",False,,False,,
RadioBurst,"Emissions of the sun in radio wavelengths from
								centimeters to dekameters, under both quiet and disturbed conditions. Radio Bursts can
								be ""Type I"" consisting of many short, narrow-band bursts in the metric range (300 - 50
								MHz).; ""Type II"" consisting of narrow-band emission that begins in the meter range (300
								MHz) and sweeps slowly (tens of minutes) toward dekameter wavelengths (10 MHz).; ""Type
								III"" consisting of narrow-band bursts that sweep rapidly (seconds) from decimeter to
								dekameter wavelengths (500 - 0.5 MHz); and ""Type IV"" consisting of a smooth continuum of
								broad-band bursts primarily in the meter range (300 - 30 MHz).",False,,False,,
RadioFrequency,"Photons with a wavelength range: 100,000 to 1.00x10^11
								nm.",False,,False,,
Radiometer,"An instrument for detecting or measuring radiant energy.
								Radiometers are commonly limited to infrared radiation.",False,,False,,
Ratio,The relative magnitudes of two quantities.,False,,False,,
Raw,"Data in its original state with no processing to account
								for calibration. Similar to NASA Level 0.",False,,False,,
RealPart,"Any number z can in general be represented by its complex
								form with z = a + ib where i, which is defined as the square root of -1, signifies the
								imaginary component of the number z. The coefficient a is called the real part of the
								complex number z.",False,,False,,
Registry,A location or facility where resources are cataloged.,False,,False,,
RelativeStopDate,"An indication of the nominal end date relative to the
								present.",False,,False,,
ReleaseDate,"The date and time when a resource is made available. The
								availability of a resource coincides with the release of a resource description. If the
								Release Date is specified as a future date then it indicates that resource should not be
								made available until that time. However, this is only advisory and in practice the
								Release Date should be the actual date the resource description was published.",False,,False,,
Remote1AU,"A roughly toroidal region that includes the Earth's
								orbit, but exclusive of the region near the Earth.",False,,False,,
RenderingAxis,"A reference component of a plot or rendering of data. A
								plot typically is a 2-dimensional rendering with a horizontal and verticle axis. A third
								dimension can be introduced with a color coding of the rendered data.",False,,False,,
RenderingHints,Attributes to aid in the rendering of parameter.,False,,False,,
Report,"A document which describes the findings of some
								individual or group.",False,,False,,
Repository,A location or facility where resources are stored.,False,,False,,
RepositoryID,The identifier of an Repository resource.,False,,False,,
ResonanceSounder,"A combination of a radio receiver and a pulsed
								transmitter used to study the plasma surrounding a spacecraft by identifying resonances
								or cut-offs (of the wave dispersion relation), whose frequencies are related to the
								ambient plasma density and magnetic field. When the transmitter is off it is essentially
								a high frequency-resolution spectral power receiver.",False,,False,,
ResourceHeader,"Attributes of a resource which pertain to the provider of
								the resource and descriptive information about the resource.",False,,False,,
ResourceID,"A Resource ID is a URI that has the form
								""scheme://authority/path"" where ""scheme"" is ""spase"" for those resources administered
								through the SPASE framework, ""authority"" is the unique identifier for the resource
								provider registered within the SPASE framework and ""path"" is the unique identifier of
								the resource within the context of the ""authority"". The resource ID must be unique
								within the SPASE framework.",False,,False,,
ResourceName,"A short textual description of a resource which may be
								useful when read by a person.",False,,False,,
Restricted,"Access to the product is regulated and requires some form
								of identification.",False,,False,,
RetardingPotentialAnalyser,"An instrument which measures ion temperatures and ion
								concentrations using a planar ion trap.",False,,False,,
RevisionEvent,A specific change that improves or upgrades.,False,,False,,
RevisionHistory,A history of changes that improve or upgrade.,False,,False,,
RevisionOf,A modified version of a resource instance.,False,,False,,
Rhea,"The second-largest moon of Saturn and the ninth-largest
								moon in the Solar System.",False,,False,,
RingCurrent,"One of the major current systems confined within
								planetary magnetospheres. The ring current circles in the magnetic equatorial plane of
								magnetospheres. It is generated by the longitudinal drift of energetic charged particles
								trapped on inner, dipole-like magnetospheric field lines. At the Earth, the ring current
								is carried by 10 to 200 keV charged particles typically located at L-shells between 3
								and 6. The ring current is also the primary driver of the Sym H and Dst Indices of
								magnetic storm activity at the Earth.",False,,False,,
Riometer,"An instrument which measure the signal strength in
								various directions of the galactic radio signals. Variations in these signals are
								influenced by solar flare activity and geomagnetic storm and substorm processes.",False,,False,,
Role,"The assigned or assumed function or position of an
								individual.",False,,False,,
RORIdentifier,"The assigned Research Organization Registry (ROR)
								identifier. See https://ror.org/",False,,False,,
RotationMatrix,"A tensor that is used to perform vector data
								transformation from one coordinate system to another.",False,,False,,
RTN,"Radial Tangential Normal. Typically centered at a
								spacecraft. Used for IMF and plasma V vectors. The X axis (radial) is set as the primary
								axis, and is defined as the axis pointing from the spacecraft to the Sun. The Z axis
								(tangential) is set as the secondary axis, and is defined as that portion of the solar
								North rotational axis which is perpendicular to the primary axis. The Y axis (normal) is
								defined as Z cross X.",True,RTN,False,,
S3_BUCKET,"A container of objects that comply with the Amazon Simple
								Storage Service (S3) specifications. A bucket has a unique, user-assigned key (name). A
								bucket can contain any number of objects with an aggregate size of 5 gigabytes. A bucket
								may be accompanied by up to 2 kilobytes of metadata.",False,,False,,
Saturn,The sixth planet from the sun in our solar system.,False,,False,,
SC,"Spacecraft - A coordinate system defined by the
								spacecraft geometry and/or spin. Often has Z axis parallel to spacecraft spin vector. X
								and Y axes may or may not corotate with the spacecraft. See SR and SR2 below.",True,SC,False,,
Scalar,"A quantity that is completely specified by its magnitude
								and has no direction.",False,,False,,
ScaleMax,"The maximum value that the variable is expected to
								attain. Used, for example, by automated plotting software.",False,,False,,
ScaleMin,"The minimum value that the variable is expected to
								attain. Used, for example, by automated plotting software.",False,,False,,
ScaleType,"The scaling to apply to an axis. If this attribute is not
								present, linear scale should be assumed.",False,,False,,
Scientist,"An individual who is an expert in the phenomenon and
								related physics represented by the resource.",False,,False,,
ScintillationDetector,"An instrument which detects flouresences of a material
								which is excited by high energy (ionizing) electromagnetic or charged particle
								radiation.",False,,False,,
SE,"Solar Ecliptic - A heliocentric coordinate system where
								the Z axis is normal to the ecliptic plane, positive northward. X axis is positive
								towards the first point of Aries (from Earth to Sun at vernal equinox). Same as HAE
								above. See <http://nssdc.gsfc.nasa.gov/space/helios/coor_des.html>",True,SE,False,,
Search,A web search interface that requires additional input.,False,,False,,
SearchCoil,"An instrument which measures the time variation of the
								magnetic flux threading a loop by measurement of the electric potential difference
								induced between the ends of the wire.",False,,False,,
SectorBoundaryCrossing,"A sector boundary crossing is a transit by a spacecraft
								across the heliospheric current sheet separating the dominantly outward
								(away-from-the-sun) interplanetary magnetic field of one hemisphere of the heliosphere
								from the dominantly inward (toward-the-sun) polarity of the other hemisphere. Such
								crossings have multi-day intervals of opposite IMF dominant polarities on either side.",False,,False,,
Service,"A location or facility that can perform a well defined
								task.",False,,False,,
Set,A collection of items for a particular purpose.,False,,False,,
SHA1,"Secure Hash Algorithm (SHA), a 160-bit message digest
								algorithm developed by the NSA and described in Federal Information Processing Standard
								(FIPS) publication 180-1.",False,,False,,
SHA256,"Secure Hash Algorithm (SHA), a 256-bit message digest
								algorithm developed by the NSA and described in Federal Information Processing Standard
								(FIPS) publication 180-1.",False,,False,,
Size,"The number of elements in each dimension of a
								multi-dimensional array. A scalar has a size of 1. A multi-dimensional vector will have
								a size for each dimension. Note that the number of elements in the size of an
								N-dimensional array conveys the array's dimensionality while the product of those
								numbers conveys the total number of elements in the array. When size is used to describe
								a tensor it is the number of elements in the tensor. As such it has a limited set of
								values. A tensor of rank 1 has a size of 3, rank 2 a size of 9, rank 3 a size of 27 and
								rank n a size of 3^n.",False,,False,,
SM,"Solar Magnetic - A geocentric coordinate system where the
								Z axis is northward along Earth's dipole axis, X axis is in plane of z axis and
								Earth-Sun line, positive sunward. See Russell, 1971.",True,SM,False,,
Software,"An application which can be installed, built or readily
								used.",False,,False,,
SoftwareVersion,"Describes the edition of the software release. The
								formation rule for the version may vary between software packages. It is intended to aid
								in queries to the software provider regarding the software.",False,,False,,
SoftXRays,X-Rays with an energy range of 0.12 keV to 12 keV.,False,,False,,
SolarFlare,"An explosive event in the Sun's atmosphere which produces
								electromagnetic radiation across the electromagnetic spectrum at multiple wavelengths
								from long-wave radio to the shortest wavelength gamma rays.",False,,False,,
SolarUVFlux,"The amount of Ultraviolet energy originating from the Sun
								passing through a unit area in a unit time.",False,,False,,
SolarWindExtreme,"Intervals of unusually large or small values of solar
								wind attributes such as flow speed and ion density.",False,,False,,
SolidAngle,"Integration over the angle in three-dimensional space
								that an object subtends at a point.",False,,False,,
SolidStateDetector,"A detector of the charge carriers (electrons and holes)
								generated in semiconductors by energy deposited by gamma ray photons. Also known as a
								""semiconductor detector"".",False,,False,,
SonicMachNumber,"The ratio of the bulk flow speed to the speed of sound in
								the medium.",False,,False,,
Sounder,"An instrument which measures the radiances from an
								object. A sounder may measure radiances at multiple spectral ranges.",False,,False,,
SoundSpeed,The speed at which sound travels through a medium.,False,,False,,
Source,The location and attributes of an object.,False,,False,,
SourceType,"A characterization of the function or purpose of the
								source.",False,,False,,
SouthAtlanticAnomalyRegion,"The region where the Earth's inner van Allen radiation
								belt makes its closest approach to the planet's surface. The result is that, for a given
								altitude, the radiation intensity is higher over this region than elsewhere.",False,,False,,
SpacecraftOrbitPlane,"A coordinate system where X lies in the plane normal to
								and in the direction of motion of the spacecraft, Z is normal to this plane and Y
								completes the triad in a right-handed coordinate system.",False,,False,,
SpacecraftPotentialControl,"An instrument to control the electric potential of a
								spacecraft with respect to the ambient plasma by emitting a variable current of positive
								ions.",False,,False,,
Spase,"Space Physics Archive Search and Extract (SPASE). The
								outermost container or envelope for SPASE metadata. This indicates the start of the
								SPASE metadata.",False,,False,,
Specification,"A detailed description of the requirements and other
								aspects of an object or component that may be used to develop an implementation.",False,,False,,
Spectral,Characterized as a range or continuum of frequencies.,False,,False,,
SpectralPowerReceiver,"A radio receiver which determines the power spectral
								density of the electric or magnetic field, or both, at one or more frequencies.",False,,False,,
SpectralRange,"The general term used to describe wavelengths or
								frequencies within a given span of values for those quantities.",False,,False,,
Spectrogram,"The characterization of signal strengths as a function of
								frequency (or energy) and time.",False,,False,,
Spectrometer,"An instrument that measures the component wavelengths of
								light (or other electromagnetic radiation) by splitting the light up into its component
								wavelengths.",False,,False,,
Spectrum,"The distribution of a characteristic of a physical system
								or phenomenon, such as the energy emitted by a radiant source, arranged in the order of
								wavelengths.",False,,False,,
Spherical,"A coordinate representation of a position vector or of a
								measured vector by its magnitude and two direction angles. The angles are relative to
								the base axes of the coordinate system used. Typically the angles are phi [azimuth
								angle, =arctan (j/i)] and theta, where theta may be a polar angle, arctan
								{[SQRT(i^2+j^2)]/k}, or an elevation angle, arctan [k/SQRT (i^2+j^2)].",False,,False,,
SPICE,"SPICE is an ancillary information system that provides
								scientists and engineers the capability to include space geometry and event data into
								mission design, science observation planning, and science data analysis software. The
								staff of the NASA Navigation and Ancillary Information Facility, NAIF, which is located
								at JPL provides SPICE support for planetary, heliophysics, and Earth science missions,
								see https://naif.jpl.nasa.gov/naif/index.html. This SPICE has been adapted from text on
								NAF hosted web pages.",True,SPICE,False,,
SpinPeriod,"The time required for an object such as a spacecraft or
								planet to perform one full rotation in a given frame of reference.",False,,False,,
SpinPhase,"An angular based or normalized parameter that specifies
								the spin state of an object such as a spacecraft or planet in a specific coordinate
								system usually together with the date/time of the observation.",False,,False,,
SpinRate,"The angular rate of change of the spin angle of an
								object such as a spacecraft or planet.",False,,False,,
SR,"Spin Reference - A special case of a Spacecraft (SC)
								coordinate system for a spinning spacecraft. Z is parallel to the spacecraft spin
								vector. X and Y rotate with the spacecraft. See <http://cdpp.cnes.fr/00428.pdf>",True,SR,False,,
